timestamp,packets_sent,bytes_sent,elapsed_time,packet_rate,bandwidth,cpu_usage,memory_usage,network_bytes_sent,network_bytes_recv,network_packets_sent,network_packets_recv,attack_intensity,src_ip,dest_ip
2024-09-22 18:24:57.519853,0,0,0.8355538845062256,0.0,0.0,100.0,46.4,138358250,22855770301,335369,16399449,1.0,,192.168.1.100
2024-09-22 18:24:58.522996,0,0,1.8386967182159424,0.0,0.0,69.2,46.6,138376236,22855790141,335481,16399561,1.0,,192.168.1.100
2024-09-22 18:24:59.524680,0,0,2.840381383895874,0.0,0.0,30.8,46.9,138399753,22855813067,335577,16399652,1.0,,192.168.1.100
2024-09-22 18:25:00.526248,0,0,3.841949462890625,0.0,0.0,15.2,46.8,138453570,22855853238,335745,16399808,1.0,,192.168.1.100
2024-09-22 18:25:01.527765,0,0,4.843465566635132,0.0,0.0,2.0,46.8,138457441,22855856732,335772,16399833,1.0,,192.168.1.100
2024-09-22 18:25:02.529355,0,0,5.845056056976318,0.0,0.0,4.5,46.9,138470046,22855872084,335812,16399872,1.0,,192.168.1.100
2024-09-22 18:25:03.530968,0,0,6.84666895866394,0.0,0.0,4.5,46.9,138563609,22855938234,335849,16399918,1.0,,192.168.1.100
2024-09-22 18:25:04.532512,0,0,7.848212718963623,0.0,0.0,9.1,46.9,138729178,22856094981,335977,16400060,1.0,,192.168.1.100
2024-09-22 18:25:05.534126,0,0,8.849827289581299,0.0,0.0,19.1,46.8,138767990,22856140961,336192,16400273,1.0,,192.168.1.100
2024-09-22 18:25:06.535728,0,0,9.851429224014282,0.0,0.0,4.5,46.9,138914227,22856289770,336278,16400379,1.0,,192.168.1.100
2024-09-22 18:25:07.537247,0,0,10.85294771194458,0.0,0.0,4.5,46.9,138945951,22856330067,336420,16400526,1.0,,192.168.1.100
2024-09-22 18:25:08.541609,0,0,11.85731029510498,0.0,0.0,11.5,46.2,138970710,22856343185,336494,16400595,1.1,,192.168.1.100
2024-09-22 18:25:09.543248,0,0,12.858948707580566,0.0,0.0,6.5,46.2,138972051,22856344654,336504,16400605,1.1,,192.168.1.100
2024-09-22 18:25:10.544876,0,0,13.860576868057251,0.0,0.0,9.0,46.4,138994953,22856381463,336557,16400660,1.1,,192.168.1.100
2024-09-22 18:25:11.545635,0,0,14.861335754394531,0.0,0.0,7.5,46.3,139032498,22856437581,336654,16400761,1.1,,192.168.1.100
2024-09-22 18:25:12.546812,0,0,15.862512588500977,0.0,0.0,4.5,46.3,139095332,22856478534,336729,16400831,1.1,,192.168.1.100
2024-09-22 18:25:13.548460,0,0,16.864161252975464,0.0,0.0,3.0,46.3,139104404,22856494623,336751,16400854,1.1,,192.168.1.100
2024-09-22 18:25:14.550193,0,0,17.865893840789795,0.0,0.0,10.0,46.3,139134662,22856506905,336826,16400920,1.1,,192.168.1.100
2024-09-22 18:25:15.551778,0,0,18.86747932434082,0.0,0.0,9.5,46.5,139136068,22856508024,336837,16400929,1.1,,192.168.1.100
2024-09-22 18:25:16.553386,0,0,19.86908721923828,0.0,0.0,9.1,46.2,139158215,22856543002,336890,16400984,1.1,,192.168.1.100
2024-09-22 18:25:17.554981,0,0,20.870681762695312,0.0,0.0,4.0,46.2,139264277,22856618337,336989,16401077,1.1,,192.168.1.100
2024-09-22 18:25:18.559453,0,0,21.87515425682068,0.0,0.0,32.2,46.3,139306222,22856635268,337064,16401141,1.2100000000000002,,192.168.1.100
2024-09-22 18:25:19.561129,0,0,22.876829624176025,0.0,0.0,10.0,46.3,139321187,22856647734,337125,16401202,1.2100000000000002,,192.168.1.100
